content_id,source_url,title,text,chunk_index,question,expected_keywords
108,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","es, bank software for processing transactions and in medical diagnosis."" Nick Bostrom, quoted in CNN 2006
↑Olsen (2004),Olsen (2006)
↑NRC 1999 under ""Artificial Intelligence in the 90s"", and Kurzweil 2005, p. 264
↑McCorduck 2004, p. 423, Kurzweil 2005, p. 265, Hofstadter 1979, p. 601
↑CNN 2006
↑Markoff 2005
↑The Economist 2007
↑Tascarella 2006
↑Crevier 1993, pp. 108–109
↑He goes on to say: ""The answer is, I believe we could have ... I once went to an international conference on neural net[s].",107,"인공지능 - 위키백과, 우리 모두의 백과사전에 대해 설명해주세요.","인공지능 - 위키백과, 우리 모두의 백과사전"
109,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","to an international conference on neural net[s]. There were 40 thousand registrants ... but ... if you had an international conference, for example, on using multiple representations for common sense reasoning, I've only been able to find 6 or 7 people in the whole world."" Minsky 2001
↑Maker 2006
↑Kurzweil 2005
↑Hawkins & Blakeslee 2004
↑“인공지능과 4차 산업혁명”. 2016년 4월 20일에원본 문서에서 보존된 문서. 2016년 4월 11일에 확인함.
↑“알파고와 같은 인공지능(AI)이 미래에 인간의 직업을 줄일까요?”. 트라이버튼. 2016년 5월 11일. 2016년 6월 30일에원본 문서에서 보존된 문서.",108,"인공지능 - 위키백과, 우리 모두의 백과사전에서 일에원본 문서에서 보존된 문서은 어떤 역할을 하나요?","일에원본 문서에서 보존된 문서,인공지능과,산업혁명,일에 확인함,알파고와 같은 인공지능"
110,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","트라이버튼. 2016년 5월 11일. 2016년 6월 30일에원본 문서에서 보존된 문서. 2016년 5월 11일에 확인함.
↑대한민국 IT포털의 중심! 이티뉴스[깨진 링크(과거 내용 찾기)]
↑[디지털컬처]로봇과 메신저로 대화:: 네이버 뉴스
↑정보킹 (2023년 8월 8일).“AI 그림 그려주는 사이트 TOP47 (무료 인공지능 AI)”. 2023년 8월 13일에 확인함.
↑http://www.wired.com/wired/archive/10.03/everywhere.htmlIt's alive
↑Kurzweil, Ray (2005). The Singularity is Near. Penguin Books.ISBN 978-0-670-03384-3.
↑IGM Chicago (30 June 2017). ""Robots and Artificial Intelligence"". www.igmchicago.org.",109,"인공지능 - 위키백과, 우리 모두의 백과사전에서 일에 확인함은 어떤 역할을 하나요?","일에 확인함,트라이버튼,일에원본 문서에서 보존된 문서,대한민국,포털의 중심"
111,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","and Artificial Intelligence"". www.igmchicago.org.
↑Morgenstern, Michael (9 May 2015). ""Automation and anxiety"". The Economist.
↑Thompson, Derek (23 January 2014). ""What Jobs Will the Robots Take?"". The Atlantic.
↑Mahdawi, Arwa (26 June 2017). ""What jobs will still be around in 20 years? Read this to prepare your future"". The Guardian.
위키미디어 공용에인공지능관련 미디어 분류가 있습니다.
〈인공지능〉.《두산세계대백과사전》. (주)두산.
영화 속의 인공지능 5부작- 인공지능을 다룬 명작 영화들을 소개하며, 주제별로 묶어 현재와 미래에 대한 질문을 던진다.
AI Study— 한국 최대의 인공지능 정보 구축 사이트",110,위키미디어 공용에인공지능관련 미디어 분류가 있습니다에 대해 설명해주세요.,"위키미디어 공용에인공지능관련 미디어 분류가 있습니다,인공지능,두산세계대백과사전,영화 속의 인공지능,인공지능을 다룬 명작 영화들을 소개하며"
112,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","와 미래에 대한 질문을 던진다.
AI Study— 한국 최대의 인공지능 정보 구축 사이트
KAIST 인공지능 연구실- KAIST 인공지능 연구실로 다양한 연구 과제와 진행 상태를 볼 수 있다.
기술의 개요
응용과학의 개요
식품미생물학
바이오메카트로닉스
생명공학기술
보건의료기술
건물 서비스 공학
퍼사이드 공학
화재방지공학
교육용 소프트웨어
교육에서의 ICT
가상 캠퍼스
원자력 기술
소프트 에너지 기술
청정 에너지
환경 디자인
환경공학과학
녹색 나노기술
재생 가능 에너지
지속 가능한 디자인
지속 가능한 공학
비즈니스 인포매틱스
생명공학기술
컴퓨터 공학
컴퓨터 과학
온톨로지 엔지니어링
RF 엔지니어링
소프트웨어 공학
육군 공학 정비
군 통신기술
스텔스 기술
항공우주공학
자동차 공학
트래픽 공학
일렉트로닉스전기전자
엔터테인먼트
로봇공학애니매트로닉스
애니매트로닉스
펨토테크놀로지
피코테크놀로지
마이크로 공학
매크로 엔지니어링
메가스케일 엔지니어링
신석기 혁명
고대의 기술
중세의 기술",111,"인공지능 - 위키백과, 우리 모두의 백과사전에서 미래에 대한 질문을 던진다은 어떤 역할을 하나요?","미래에 대한 질문을 던진다,한국 최대의 인공지능 정보 구축 사이트,인공지능 연구실,인공지능 연구실로 다양한 연구 과제와 진행 상태를,기술의 개요
응용과학의 개요
식품미생물학
바이오메카트로닉스
생명공학기술
보건의료기술
건물 서비스 공학
퍼사이드 공학
화재방지공학
교육용 소프트웨어
교육에서의"
113,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","이크로 공학
매크로 엔지니어링
메가스케일 엔지니어링
신석기 혁명
고대의 기술
중세의 기술
르네상스 기술
산업 혁명2차
원자력 시대
디지털 혁명
정보화 시대
혁신의 전파
와해성 기술
테크노크라시
과학기술윤리
기술 모멘텀
기술적 특이점
트랜스휴머니즘
이머징 테크놀로지목록
가공의 기술
하이 테크 업무 지구
카르다쇼프 척도
기술의 목록
기술철학과학기술윤리
과학기술윤리
과학기술사회론테크놀로지 다이내믹스나라별 과학과 기술
테크놀로지 다이내믹스
나라별 과학과 기술
STEM 분야Pre-STEM여성
Pre-STEM
STEAM 분야
기술 교육기술 대학교
기술 대학교
기술 전도사
기술 거버넌스
기술 저널리즘
기술 박물관
기술과 사회
테크노필리아
테크노포비아
테크노섹슈얼
테크노시그네처
테크노스트레스
소프트 SF
사이버펑크 파생물
기술적 특이점
오메가 포인트
트랜스휴머니즘
SF 어워드
한낙원과학소설상
한국과학문학상
다르마키르티
비트겐슈타인
생물학적 자연주의
제거 물질주의
현현 물질주의
수반현상주의",112,"이크로 공학
매크로 엔지니어링
메가스케일 엔지니어링
신석기 혁명
고대의 기술
중세의 기술
르네상스 기술
산업 혁명의 주요 특징은 무엇인가요?","이크로 공학
매크로 엔지니어링
메가스케일 엔지니어링
신석기 혁명
고대의 기술
중세의 기술
르네상스 기술
산업 혁명,원자력 시대
디지털 혁명
정보화 시대
혁신의 전파
와해성 기술
테크노크라시
과학기술윤리
기술 모멘텀
기술적 특이점
트랜스휴머니즘
이머징 테크놀로지목록
가공의 기술
하이 테크 업무 지구
카르다쇼프 척도
기술의 목록
기술철학과학기술윤리
과학기술윤리
과학기술사회론테크놀로지 다이내믹스나라별 과학과 기술
테크놀로지 다이내믹스
나라별 과학과 기술,분야
기술 교육기술 대학교
기술 대학교
기술 전도사
기술 거버넌스
기술 저널리즘
기술 박물관
기술과 사회
테크노필리아
테크노포비아
테크노섹슈얼
테크노시그네처
테크노스트레스
소프트,사이버펑크 파생물
기술적 특이점
오메가 포인트
트랜스휴머니즘,어워드
한낙원과학소설상
한국과학문학상
다르마키르티
비트겐슈타인
생물학적 자연주의
제거 물질주의
현현 물질주의
수반현상주의"
114,https://ko.wikipedia.org/wiki/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5,"인공지능 - 위키백과, 우리 모두의 백과사전","학상
다르마키르티
비트겐슈타인
생물학적 자연주의
제거 물질주의
현현 물질주의
수반현상주의
상호작용주의
소박 실재론
중립 일원주의
현상학실존신경현상학
물리주의심신 이론
성질 이원주의
실체 이원주의
추상적 대상
개념과 물건
의식의 어려운 문제
생각의 언어
신 신비주의
타심의 문제
타불라 라사
인공 지능의 철학/정보/지각/자아
BnF 데이터
예일 LUX",113,"인공지능 - 위키백과, 우리 모두의 백과사전에서 학상
다르마키르티
비트겐슈타인
생물학적 자연주의
제거 물질주의
현현 물질주의
수반현상주의
상호작용주의
소박 실재론
중립 일원주의
현상학실존신경현상학
물리주의심신 이론
성질 이원주의
실체 이원주의
추상적 대상
개념과 물건
의식의 어려운 문제
생각의 언어은 어떤 역할을 하나요?","학상
다르마키르티
비트겐슈타인
생물학적 자연주의
제거 물질주의
현현 물질주의
수반현상주의
상호작용주의
소박 실재론
중립 일원주의
현상학실존신경현상학
물리주의심신 이론
성질 이원주의
실체 이원주의
추상적 대상
개념과 물건
의식의 어려운 문제
생각의 언어,신비주의
타심의 문제
타불라 라사
인공 지능의 철학,데이터
예일"
115,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","비지도 학습
온라인 기계 학습
준지도 학습
자기 지도 학습
규칙 기반 기계 학습
뉴로모픽 엔지니어링
양자 기계 학습
클러스터 분석
데이터 정제
AutoML
연관 규칙 학습
구조 기반 예측
온톨로지 학습
멀티모달 학습
결정 트리 학습법
앙상블 학습법배깅부스팅랜덤 포레스트
랜덤 포레스트
최근접 이웃 탐색
나이브 베이즈
로지스틱 회귀
상관 벡터 머신(RVM)
서포트 벡터 머신(SVM)
CURE 알고리즘
계층적 군집화
k-평균 알고리즘
퍼지 클러스터링
기댓값 최대화 알고리즘
DBSCAN
OPTICS
독립 성분 분석
선형 판별 분석
음수 미포함 행렬 분해
주성분 분석
그래프 모형베이즈 네트워크조건부 무작위장은닉 마르코프 모형
베이즈 네트워크
조건부 무작위장
은닉 마르코프 모형
잠재 디리클레 할당
무작위 표본 합의
k-최근접 이웃 알고리즘
국소 특이점 요인
고립 포레스트
순방향 신경망
순환 신경망LSTMGRU
볼츠만 머신제한된
생성적 적대 신경망
자기조직화 지도",0,"비지도 학습
온라인 기계 학습
준지도 학습
자기 지도 학습
규칙 기반 기계 학습
뉴로모픽 엔지니어링
양자 기계 학습
클러스터 분석
데이터 정제이란 무엇인가요?","비지도 학습
온라인 기계 학습
준지도 학습
자기 지도 학습
규칙 기반 기계 학습
뉴로모픽 엔지니어링
양자 기계 학습
클러스터 분석
데이터 정제,연관 규칙 학습
구조 기반 예측
온톨로지 학습
멀티모달 학습
결정 트리 학습법
앙상블 학습법배깅부스팅랜덤 포레스트
랜덤 포레스트
최근접 이웃 탐색
나이브 베이즈
로지스틱 회귀
상관 벡터 머신,서포트 벡터 머신,알고리즘
계층적 군집화,평균 알고리즘
퍼지 클러스터링
기댓값 최대화 알고리즘"
116,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","향 신경망
순환 신경망LSTMGRU
볼츠만 머신제한된
생성적 적대 신경망
자기조직화 지도
합성곱 신경망U-NetLeNet알렉스넷딥드림
신경장신경 방사장물리정보 신경망
신경 방사장
물리정보 신경망
트랜스포머비전
스파이킹 신경망
멤트렌지스터
전기화학 RAM
다층 퍼셉트론
시간차 학습
액티브 러닝
크라우드소싱
휴먼인더루프
수신자 조작 특성
커널 메소드
편향-분산 트레이드오프
계산학습이론
경험적 위험 최소화
PAC 러닝
통계적 학습이론
NeurIPS
기계 학습 알고리즘 목록
기계 탈학습
유사도 학습
인공 일반 지능
지능형 에이전트
재귀적 자기 개선
계획 및 스케줄링
컴퓨터 비전
일반 게임 플레이
지식 표현 및 추론
자연어 처리
베이즈 네트워크
진화 알고리즘
하이브리드 인텔리전트 시스템
시스템 통합
오픈 소스 인공지능
AI 데이터 센터
생성형 인공지능예술오디오음악
의료정신 건강
소프트웨어 개발
쓰라린 교훈
친절한 AI
실존적 위험
불쾌한 골짜기
인간-AI 상호작용
인공지능 거품",1,"신경망
순환 신경망이란 무엇인가요?","신경망
순환 신경망,볼츠만 머신제한된
생성적 적대 신경망
자기조직화 지도
합성곱 신경망,알렉스넷딥드림
신경장신경 방사장물리정보 신경망
신경 방사장
물리정보 신경망
트랜스포머비전
스파이킹 신경망
멤트렌지스터
전기화학,다층 퍼셉트론
시간차 학습
액티브 러닝
크라우드소싱
휴먼인더루프
수신자 조작 특성
커널 메소드
편향,분산 트레이드오프
계산학습이론
경험적 위험 최소화"
117,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","발
쓰라린 교훈
친절한 AI
실존적 위험
불쾌한 골짜기
인간-AI 상호작용
인공지능 거품
딥페이크 포르노그래피테일러 스위프트 딥페이크 포르노그래피 논란Grok 딥페이크 포르노그래피 논란
테일러 스위프트 딥페이크 포르노그래피 논란
Grok 딥페이크 포르노그래피 논란
구글 제미나이 이미지 생성 논란
거대 AI 실험 중단: 공개 서한
오픈AI의 샘 올트먼 해임 사건
AI 위험에 관한 성명
테이 (챗봇)
Théâtre D'opéra Spatial
보이스버스 NFT 표절 스캔들
기계 학습(機械學習) 또는머신 러닝(영어:machine learning,ML)은 경험을 통해 자동으로 개선하는 컴퓨터알고리즘의 연구이다.방대한데이터를 분석해 '미래를 예측하는 기술'이자인공지능의 한 분야로 간주된다. 기계 학습은 복잡한 패턴에 대한 학습을 통해 상황에 대한 예측과 의사 결정을 돕는다.컴퓨터가 학습할 수 있도록 하는알고리즘과 기술을 개발하는 분야이다.",2,"쓰라린 교훈
친절한에 대해 설명해주세요.","쓰라린 교훈
친절한,실존적 위험
불쾌한 골짜기
인간,상호작용
인공지능 거품
딥페이크 포르노그래피테일러 스위프트 딥페이크 포르노그래피 논란,딥페이크 포르노그래피 논란
테일러 스위프트 딥페이크 포르노그래피 논란,딥페이크 포르노그래피 논란
구글 제미나이 이미지 생성 논란
거대"
118,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","의사 결정을 돕는다.컴퓨터가 학습할 수 있도록 하는알고리즘과 기술을 개발하는 분야이다. 가령, 기계 학습을 통해서 수신한이메일이스팸인지 아닌지를 구분할 수 있도록 훈련할 수 있다.
기계 학습의 핵심은 표현(representation)과 일반화(generalization)에 있다. 표현이란 데이터의 평가이며, 일반화란 아직 알 수 없는 데이터에 대한 처리이다. 이는전산 학습 이론분야이기도 하다. 다양한 기계 학습의 응용이 존재한다.문자 인식은 이를 이용한 가장 잘 알려진 사례이다.
1959년,아서 사무엘은 기계 학습을 ""기계가 일일이 코드로 명시하지 않은 동작을 데이터로부터 학습하여 실행할 수 있도록 하는 알고리즘을 개발하는 연구 분야""라고 정의하였다.
기계 학습에서의 일반화는훈련이후 새롭게 들어온 데이터를 정확히 처리할 수 있는 능력을 말한다.

## 기계 학습과 데이터 마이닝",3,"기계 학습 - 위키백과, 우리 모두의 백과사전에서 의사 결정을 돕는다은 어떤 역할을 하나요?","의사 결정을 돕는다,컴퓨터가 학습할,있도록 하는알고리즘과 기술을 개발하는 분야이다,기계 학습을 통해서 수신한이메일이스팸인지 아닌지를 구분할,있도록 훈련할"
119,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","어온 데이터를 정확히 처리할 수 있는 능력을 말한다.

## 기계 학습과 데이터 마이닝

기계 학습과 데이터 마이닝은 종종 같은 방법을 사용하며 상당히 중첩된다.
다만 다음에 따라 대략적으로 구분된다.
기계 학습은훈련 데이터를 통해 학습된 알려진 속성을 기반으로예측에 초점을 두고 있다.
데이터 마이닝은 데이터의 미처 몰랐던 속성을발견하는 것에 집중한다. 이는데이터베이스의지식 발견부분의 분석 절차에 해당한다.
이론 전산학의 한 갈래이다. 훈련 데이터는 유한한데, 결과는 불확실하다. 이는 학습 이론을 통해 알고리즘의 결과를 장담할 수 없기 때문이다. 또한 다른 용어를 사용함에도 불구하고통계적 추론과도 많은 유사점이 있다.

## 알고리즘 유형

자율 학습 (기계 학습)
준 지도 학습

## 접근 방법별 알고리즘

## 결정 트리 학습법

## 연관 규칙 학습법",4,어온 데이터를 정확히 처리할이란 무엇인가요?,"어온 데이터를 정확히 처리할,있는 능력을 말한다,기계 학습과 데이터 마이닝,기계 학습과 데이터 마이닝은 종종 같은 방법을 사용하며 상당히 중첩된다,다만 다음에 따라 대략적으로 구분된다"
120,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","도 학습

## 접근 방법별 알고리즘

## 결정 트리 학습법

## 연관 규칙 학습법

인공신경망(artificial neural network, ANN)은 기계학습과인지과학에서 생물학의 신경망에서 영감을 얻은 통계학적 학습알고리즘으로시냅스의 결합으로네트워크를 형성한인공 뉴런(노드)이 학습을 통해시냅스의 결합 세기를 변화시켜, 문제 해결 능력을 가지는 모델 전반을 가리킨다. 인공신경망에는 교사 신호(정답)의 입력에 의해서 문제에 최적화되어 가는교사 학습과 교사 신호를 필요로 하지 않는비교사 학습이 있다. 명확한 해답이 있는 경우에는 교사 학습이,데이터 클러스터링에는 비교사 학습이 이용된다. 다른 기계학습과 같이 신경망은 일반적으로 규칙기반 프로그래밍으로 풀기 어려운컴퓨터 비전또는음성 인식과 같은 다양한 범위의 문제를 푸는데 이용된다.

## 유전 계획법

## 귀납 논리 계획법

## 서포트 벡터 머신

## 베이즈 네트워크

## 강화 학습법

## 표현 학습법",5,"기계 학습 - 위키백과, 우리 모두의 백과사전에서 접근 방법별 알고리즘은 어떤 역할을 하나요?","접근 방법별 알고리즘,결정 트리 학습법,연관 규칙 학습법,인공신경망,기계학습과인지과학에서 생물학의 신경망에서 영감을 얻은 통계학적 학습알고리즘으로시냅스의 결합으로네트워크를 형성한인공 뉴런"
121,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","## 서포트 벡터 머신

## 베이즈 네트워크

## 강화 학습법

## 표현 학습법

## 동일성 계측 학습법

## 주제별 알고리즘

선수 지식베이즈 이론
베이즈 이론
모형화인공 신경망결정 트리 학습법유전 알고리즘(Genetic Algorithm)유전자 프로그래밍가우스 과정 회귀선형 분별 분석K-최근접 이웃 알고리즘퍼셉트론방사 기저 함수 네트워크서포트 벡터 머신(support vector machine)
인공 신경망
결정 트리 학습법
유전 알고리즘(Genetic Algorithm)
유전자 프로그래밍
가우스 과정 회귀
선형 분별 분석
K-최근접 이웃 알고리즘
방사 기저 함수 네트워크
서포트 벡터 머신(support vector machine)
모수추정 알고리즘동적 프로그래밍기댓값 최대화 알고리즘
동적 프로그래밍
기댓값 최대화 알고리즘
생성 모형을 이용한확률 분포 함수의 모형화베이즈 네트워크와마르코프 임의장을 포함한그래프 모형
베이즈 네트워크와마르코프 임의장을 포함한그래프 모형",6,"기계 학습 - 위키백과, 우리 모두의 백과사전에서 서포트 벡터 머신은 어떤 역할을 하나요?","서포트 벡터 머신,베이즈 네트워크,강화 학습법,표현 학습법,동일성 계측 학습법"
122,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","와마르코프 임의장을 포함한그래프 모형
베이즈 네트워크와마르코프 임의장을 포함한그래프 모형
근사 추론 기법몬테 카를로 방법아다부스트
몬테 카를로 방법
컴퓨터 과학
생체 정보학
컴퓨터 지능
컴퓨터 시각
데이터 마이닝
전철홍; 유선아 (2024년 2월).“과학교육 분야 자연어 처리 기법의 연구동향 분석”.《한국과학교육학회지》(한국과학교육학회)44(1): 39-55.
↑“Machine Learning textbook”.《www.cs.cmu.edu》. 2020년 5월 28일에 확인함.
↑전철홍 2024, 40쪽
위키미디어 공용에기계 학습관련 미디어 분류가 있습니다.
에너지 소비(그린 컴퓨팅)
솔리드 모델링
인쇄 회로 기판
전자 설계 자동화
초고밀도 집적 회로
하드웨어 가속
무선 센서 네트워크
사이버 물리 시스템
실시간 컴퓨팅
임베디드 시스템
장애 허용 시스템
컴퓨터 구조
계산 복잡도
네트워크 아키텍처
네트워크 성능 평가
네트워크 서비스
네트워크 스케줄러
네트워크 구성 요소
네트워크 프로토콜",7,"와마르코프 임의장을 포함한그래프 모형
베이즈 네트워크와마르코프 임의장을 포함한그래프 모형
근사 추론 기법몬테 카를로 방법아다부스트
몬테 카를로 방법
컴퓨터 과학
생체 정보학
컴퓨터 지능
컴퓨터 시각
데이터 마이닝
전철홍이란 무엇인가요?","와마르코프 임의장을 포함한그래프 모형
베이즈 네트워크와마르코프 임의장을 포함한그래프 모형
근사 추론 기법몬테 카를로 방법아다부스트
몬테 카를로 방법
컴퓨터 과학
생체 정보학
컴퓨터 지능
컴퓨터 시각
데이터 마이닝
전철홍,유선아,과학교육 분야 자연어 처리 기법의 연구동향 분석,한국과학교육학회지,한국과학교육학회"
123,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","트워크 성능 평가
네트워크 서비스
네트워크 스케줄러
네트워크 구성 요소
네트워크 프로토콜
소프트웨어 품질
도메인 특화 언어
소프트웨어 라이브러리
모델링 언어
소프트웨어 구성 관리
소프트웨어 저장소
소프트웨어 프레임워크
통합 개발 환경
프로그래밍 언어
프로그래밍 패러다임
오픈 소스 모델
요구사항 분석
소프트웨어 구축
소프트웨어 개발
소프트웨어 개발 프로세스
소프트웨어 설계
소프트웨어 배포
소프트웨어 유지보수
소프트웨어 공학
프로그래밍 팀
계산 가능성 이론
계산 복잡도 이론
계산 모델확률적
오토마타 이론
알고리즘 설계
알고리즘 분석
알고리즘 효율성
확률적 알고리즘
해석학 (수학)
수학 소프트웨어
이론 컴퓨터 과학
데이터 마이닝
데이터베이스 관리 시스템
결정 지원 시스템
기업 정보 시스템
정보 저장 시스템
디지털 마케팅
디지털 도서관
멀티미디어 데이터베이스
문서 관리 시스템
소셜 정보 시스템
월드 와이드 웹
지리 정보 시스템
컴퓨팅 플랫폼
네트워크 보안
애플리케이션 보안
보안 서비스",8,"트워크 성능 평가
네트워크 서비스
네트워크 스케줄러
네트워크 구성 요소
네트워크 프로토콜
소프트웨어 품질
도메인 특화 언어
소프트웨어 라이브러리
모델링 언어
소프트웨어 구성 관리
소프트웨어 저장소
소프트웨어 프레임워크
통합 개발 환경
프로그래밍 언어
프로그래밍 패러다임
오픈 소스 모델
요구사항 분석
소프트웨어 구축
소프트웨어 개발
소프트웨어 개발 프로세스
소프트웨어 설계
소프트웨어 배포
소프트웨어 유지보수
소프트웨어 공학
프로그래밍이란 무엇인가요?","트워크 성능 평가
네트워크 서비스
네트워크 스케줄러
네트워크 구성 요소
네트워크 프로토콜
소프트웨어 품질
도메인 특화 언어
소프트웨어 라이브러리
모델링 언어
소프트웨어 구성 관리
소프트웨어 저장소
소프트웨어 프레임워크
통합 개발 환경
프로그래밍 언어
프로그래밍 패러다임
오픈 소스 모델
요구사항 분석
소프트웨어 구축
소프트웨어 개발
소프트웨어 개발 프로세스
소프트웨어 설계
소프트웨어 배포
소프트웨어 유지보수
소프트웨어 공학
프로그래밍,계산 가능성 이론
계산 복잡도 이론
계산 모델확률적
오토마타 이론
알고리즘 설계
알고리즘 분석
알고리즘 효율성
확률적 알고리즘
해석학,수학 소프트웨어
이론 컴퓨터 과학
데이터 마이닝
데이터베이스 관리 시스템
결정 지원 시스템
기업 정보 시스템
정보 저장 시스템
디지털 마케팅
디지털 도서관
멀티미디어 데이터베이스
문서 관리 시스템
소셜 정보 시스템
월드 와이드,지리 정보 시스템
컴퓨팅 플랫폼
네트워크 보안
애플리케이션 보안
보안 서비스"
124,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","와이드 웹
지리 정보 시스템
컴퓨팅 플랫폼
네트워크 보안
애플리케이션 보안
보안 서비스
침입 탐지 시스템
하드웨어 보안
모바일 컴퓨팅
소셜 컴퓨팅
유비쿼터스 컴퓨팅
인간-컴퓨터 상호 작용
인터랙션 디자인
컴퓨터 접근성
병렬 컴퓨팅
병행 컴퓨팅
분산 컴퓨팅
자동화된 계획 및 스케줄링
자연어 처리
컴퓨터 비전
분산 인공지능
탐색 방법론
인공지능 철학
다중 작업 학습
비지도 학습
솔리드 모델링
이미지 압축
컴퓨터 애니메이션
그래픽 처리 장치
계산사회과학
디지털 아트
워드 프로세서
양자 컴퓨팅
전자 상거래
전사적 소프트웨어
사이버 전쟁
비디오 게임
vte미분 가능 컴퓨팅일반미분 가능 프로그래밍귀납적 편향신경형태 컴퓨팅자동 미분정보 기하학통계 다양체패턴 인식리치 미적분학계산 학습 이론하드웨어IPU멤리스터SpiNNakerTPUVPU소프트웨어 라이브러리JAX케라스마인드스포어PyTorchScikit-learn텐서플로TheanoFlux.jl포털컴퓨터 프로그래밍기술
미분 가능 프로그래밍",9,"기계 학습 - 위키백과, 우리 모두의 백과사전에서 와이드은 어떤 역할을 하나요?","와이드,지리 정보 시스템
컴퓨팅 플랫폼
네트워크 보안
애플리케이션 보안
보안 서비스
침입 탐지 시스템
하드웨어 보안
모바일 컴퓨팅
소셜 컴퓨팅
유비쿼터스 컴퓨팅
인간,컴퓨터 상호 작용
인터랙션 디자인
컴퓨터 접근성
병렬 컴퓨팅
병행 컴퓨팅
분산 컴퓨팅
자동화된 계획,스케줄링
자연어 처리
컴퓨터 비전
분산 인공지능
탐색 방법론
인공지능 철학
다중 작업 학습
비지도 학습
솔리드 모델링
이미지 압축
컴퓨터 애니메이션
그래픽 처리 장치
계산사회과학
디지털 아트
워드 프로세서
양자 컴퓨팅
전자 상거래
전사적 소프트웨어
사이버 전쟁
비디오 게임,미분 가능 컴퓨팅일반미분 가능 프로그래밍귀납적 편향신경형태 컴퓨팅자동 미분정보 기하학통계 다양체패턴 인식리치 미적분학계산 학습 이론하드웨어"
125,https://ko.wikipedia.org/wiki/%EA%B8%B0%EA%B3%84_%ED%95%99%EC%8A%B5,"기계 학습 - 위키백과, 우리 모두의 백과사전","t-learn텐서플로TheanoFlux.jl포털컴퓨터 프로그래밍기술
미분 가능 프로그래밍
귀납적 편향
신경형태 컴퓨팅
정보 기하학
통계 다양체
리치 미적분학
계산 학습 이론
SpiNNaker
마인드스포어
PyTorch
Scikit-learn
Theano
Flux.jl
포털컴퓨터 프로그래밍기술
컴퓨터 프로그래밍
예일 LUX",10,텐서플로이란 무엇인가요?,"텐서플로,포털컴퓨터 프로그래밍기술
미분 가능 프로그래밍
귀납적 편향
신경형태 컴퓨팅
정보 기하학
통계 다양체
리치 미적분학
계산 학습 이론,마인드스포어,포털컴퓨터 프로그래밍기술
컴퓨터 프로그래밍
예일"
